Date	Price	Open	High	Low	Volume	Chg%
Apr 24, 2024	60.786	60.963	61.011	60.687	0	-0.25%
Apr 23, 2024	60.936	60.852	61.002	60.753	0	0.16%
Apr 22, 2024	60.838	60.613	60.916	60.613	0	0.41%
Apr 19, 2024	60.589	60.679	60.772	60.554	0	-0.13%
Apr 18, 2024	60.665	60.745	60.799	60.624	0	-0.10%
Apr 17, 2024	60.726	60.501	60.807	60.486	0	0.42%
Apr 16, 2024	60.471	60.568	60.698	60.414	0	-0.11%
Apr 15, 2024	60.540	60.662	60.816	60.537	0	-0.16%
Apr 12, 2024	60.637	60.876	60.936	60.605	0	-0.37%
Apr 11, 2024	60.865	60.976	61.013	60.714	0	-0.12%
Apr 10, 2024	60.939	61.297	61.384	60.839	0	-0.58%
Apr 09, 2024	61.294	61.365	61.413	61.174	0	-0.09%
Apr 08, 2024	61.350	61.310	61.388	61.172	0	0.10%
Apr 05, 2024	61.285	61.556	61.616	61.066	0	-0.39%
Apr 04, 2024	61.528	61.736	61.886	61.474	0	-0.31%
Apr 03, 2024	61.717	61.431	61.829	61.389	0	0.51%
Apr 02, 2024	61.406	61.450	61.537	61.345	0	-0.02%
Apr 01, 2024	61.416	61.547	61.688	61.368	0	-0.21%
Mar 29, 2024	61.545	61.576	61.630	61.468	0	-0.01%
Mar 28, 2024	61.551	61.410	61.653	61.248	0	0.26%
Mar 27, 2024	61.390	61.342	61.435	61.225	0	0.11%
Mar 26, 2024	61.320	61.398	61.487	61.308	0	-0.09%
Mar 25, 2024	61.377	61.441	61.533	61.342	0	-0.06%
Mar 22, 2024	61.412	61.485	61.684	61.355	0	-0.08%
Mar 21, 2024	61.460	61.667	61.761	61.435	0	-0.29%
Mar 20, 2024	61.637	61.206	61.717	61.110	0	0.74%
Mar 19, 2024	61.183	61.281	61.308	60.967	0	-0.11%
Mar 18, 2024	61.249	61.219	61.325	61.156	0	0.08%
Mar 15, 2024	61.200	61.291	61.346	61.143	0	-0.10%
Mar 14, 2024	61.264	61.491	61.563	61.246	0	-0.36%
Mar 13, 2024	61.485	61.364	61.549	61.328	0	0.21%
Mar 12, 2024	61.359	61.355	61.477	61.208	0	0.03%
Mar 11, 2024	61.342	61.385	61.457	61.215	0	-0.03%
Mar 08, 2024	61.363	61.446	61.618	61.305	0	-0.10%
Mar 07, 2024	61.422	61.253	61.483	61.207	0	0.27%
Mar 06, 2024	61.255	60.987	61.349	60.933	0	0.47%
Mar 05, 2024	60.967	61.084	61.156	60.929	0	-0.17%
Mar 04, 2024	61.069	61.103	61.172	61.036	0	-0.03%
Mar 01, 2024	61.088	61.060	61.181	60.923	0	0.08%
Feb 29, 2024	61.037	61.064	61.222	60.963	0	-0.01%
Feb 28, 2024	61.046	61.284	61.323	60.914	0	-0.36%
Feb 27, 2024	61.263	61.347	61.469	61.220	0	-0.10%
Feb 26, 2024	61.326	61.386	61.422	61.249	0	-0.03%
Feb 23, 2024	61.345	61.446	61.592	61.311	0	-0.16%
Feb 22, 2024	61.443	61.411	61.681	61.354	0	0.07%
Feb 21, 2024	61.402	61.295	61.452	61.257	0	0.20%
Feb 20, 2024	61.282	61.545	61.586	61.253	0	-0.42%
Feb 19, 2024	61.542	61.552	61.649	61.518	0	-0.01%
Feb 16, 2024	61.550	61.635	61.685	61.443	0	-0.12%
Feb 15, 2024	61.623	61.315	61.661	61.266	0	0.52%
Feb 14, 2024	61.307	61.267	61.376	61.199	0	0.10%
Feb 13, 2024	61.247	61.687	61.767	61.149	0	-0.69%
Feb 12, 2024	61.674	61.666	61.788	61.590	0	0.02%
Feb 09, 2024	61.664	61.638	61.892	61.568	0	0.04%
Feb 08, 2024	61.639	61.639	61.719	61.499	0	0.02%
Feb 07, 2024	61.629	61.558	61.686	61.495	0	0.11%
Feb 06, 2024	61.559	61.328	61.627	61.305	0	0.41%
Feb 05, 2024	61.308	61.640	61.704	61.305	0	-0.55%
Feb 02, 2024	61.645	61.967	62.050	61.579	0	-0.50%
Feb 01, 2024	61.956	61.856	62.065	61.628	0	0.20%
Jan 31, 2024	61.832	62.043	62.165	61.781	0	-0.33%
Jan 30, 2024	62.035	61.956	62.058	61.805	0	0.12%
Jan 29, 2024	61.957	61.769	62.007	61.730	0	0.29%
Jan 26, 2024	61.777	61.723	61.969	61.635	0	0.13%
Jan 25, 2024	61.698	61.474	61.727	61.397	0	0.39%
Jan 24, 2024	61.459	61.770	61.877	61.445	0	-0.50%
Jan 23, 2024	61.766	61.655	61.789	61.615	0	0.19%
Jan 22, 2024	61.652	61.839	61.979	61.632	0	-0.34%
Jan 19, 2024	61.862	61.671	61.894	61.566	0	0.33%
Jan 18, 2024	61.659	61.588	61.688	61.478	0	0.11%
Jan 17, 2024	61.589	61.588	61.626	61.400	0	0.07%
Jan 16, 2024	61.548	61.688	61.822	61.468	0	-0.21%
Jan 15, 2024	61.678	61.798	61.902	61.586	0	-0.16%
Jan 12, 2024	61.774	62.016	62.137	61.752	0	-0.38%
Jan 11, 2024	62.011	62.054	62.185	61.767	0	-0.05%
Jan 10, 2024	62.041	62.067	62.171	61.995	0	-0.03%
Jan 09, 2024	62.059	62.207	62.275	61.950	0	-0.22%
Jan 08, 2024	62.193	62.285	62.289	61.982	0	0.03%
Jan 05, 2024	62.175	62.356	62.542	62.114	0	-0.27%
Jan 04, 2024	62.345	62.350	62.523	62.279	0	-0.03%
Jan 03, 2024	62.365	62.500	62.551	62.292	0	-0.21%
Jan 02, 2024	62.496	62.879	63.010	62.448	0	-0.59%
Jan 01, 2024	62.868	62.834	62.901	62.767	0	0.13%
Dec 29, 2023	62.785	62.872	63.150	62.697	0	-0.10%
Dec 28, 2023	62.850	63.039	63.129	62.823	0	-0.28%
Dec 27, 2023	63.025	63.024	63.219	62.968	0	0.01%
Dec 26, 2023	63.018	62.736	63.047	62.701	0	0.42%
Dec 25, 2023	62.756	62.706	62.769	62.552	0	0.18%
Dec 22, 2023	62.644	62.655	62.879	62.558	0	0.00%
Dec 21, 2023	62.642	62.204	62.697	62.190	0	0.76%
Dec 20, 2023	62.169	62.335	62.482	62.194	0	-0.24%
Dec 19, 2023	62.322	62.061	62.363	62.028	0	0.46%
Dec 18, 2023	62.039	62.124	62.285	61.972	0	0.00%
Dec 15, 2023	62.039	62.131	62.243	61.992	0	-0.15%
Dec 14, 2023	62.132	61.676	62.180	61.646	0	0.79%
Dec 13, 2023	61.645	61.368	61.772	61.273	0	0.47%
Dec 12, 2023	61.357	61.408	61.554	61.229	0	-0.06%
Dec 11, 2023	61.395	61.413	61.541	61.281	0	0.02%
Dec 08, 2023	61.382	61.290	61.572	61.272	0	0.16%
Dec 07, 2023	61.282	61.304	61.377	61.193	0	-0.02%
Dec 06, 2023	61.296	61.302	61.520	61.280	0	0.01%
Dec 05, 2023	61.292	61.636	61.650	61.291	0	-0.54%
Dec 04, 2023	61.624	61.650	61.774	61.501	0	-0.09%
Dec 01, 2023	61.679	61.481	61.758	61.430	0	0.35%
Nov 30, 2023	61.464	61.355	61.535	61.179	0	0.21%
Nov 29, 2023	61.333	61.414	61.536	61.203	0	-0.10%
Nov 28, 2023	61.392	61.186	61.482	61.172	0	0.34%
Nov 27, 2023	61.187	61.124	61.238	61.012	0	0.13%
Nov 24, 2023	61.104	60.854	61.327	60.768	0	0.48%
Nov 23, 2023	60.811	60.862	61.064	60.753	0	-0.05%
Nov 22, 2023	60.842	60.824	60.880	60.529	0	0.07%
Nov 21, 2023	60.800	60.710	60.867	60.674	0	0.18%
Nov 20, 2023	60.691	60.706	60.859	60.598	0	0.04%
Nov 17, 2023	60.665	60.458	60.742	60.436	0	0.38%
Nov 16, 2023	60.435	60.814	60.827	60.404	0	-0.59%
Nov 15, 2023	60.792	60.599	60.907	60.525	0	0.33%
Nov 14, 2023	60.591	60.277	60.619	60.090	0	0.57%
Nov 13, 2023	60.245	60.370	60.437	60.192	0	-0.18%
Nov 10, 2023	60.356	60.331	60.511	60.108	0	0.04%
Nov 09, 2023	60.334	60.325	60.587	60.275	0	0.01%
Nov 08, 2023	60.326	60.460	60.520	60.238	0	-0.21%
Nov 07, 2023	60.452	60.751	60.793	60.381	0	-0.47%
Nov 06, 2023	60.739	60.829	61.059	60.731	0	-0.21%
Nov 03, 2023	60.864	60.605	60.911	60.492	0	0.49%
Nov 02, 2023	60.569	60.091	60.618	60.075	0	0.84%
Nov 01, 2023	60.064	60.026	60.153	59.900	0	0.10%
Oct 31, 2023	60.004	60.216	60.286	59.939	0	-0.34%
Oct 30, 2023	60.208	60.053	60.287	60.005	0	0.32%
Oct 27, 2023	60.015	60.190	60.344	59.988	0	-0.28%
Oct 26, 2023	60.182	60.267	60.363	60.130	0	-0.13%
Oct 25, 2023	60.259	60.436	60.516	60.200	0	-0.25%
Oct 24, 2023	60.410	60.709	60.787	60.349	0	-0.42%
Oct 23, 2023	60.667	60.652	60.805	60.523	0	0.08%
Oct 20, 2023	60.618	60.576	60.807	60.492	0	0.09%
Oct 19, 2023	60.562	60.745	60.759	60.496	0	-0.26%
Oct 18, 2023	60.720	60.996	61.161	60.717	0	-0.43%
Oct 17, 2023	60.982	61.123	61.163	60.759	0	-0.23%
Oct 16, 2023	61.120	60.924	61.174	60.924	0	0.29%
Oct 13, 2023	60.944	60.844	61.065	60.794	0	0.19%
Oct 12, 2023	60.827	61.178	61.296	60.769	0	-0.55%
Oct 11, 2023	61.165	61.241	61.320	61.022	0	-0.08%
Oct 10, 2023	61.216	61.278	61.357	61.126	0	-0.06%
Oct 09, 2023	61.252	60.773	61.324	60.762	0	0.70%
Oct 06, 2023	60.825	60.697	60.926	60.497	0	0.22%
Oct 05, 2023	60.694	60.571	60.724	60.376	0	0.22%
Oct 04, 2023	60.563	60.708	60.827	60.426	0	-0.23%
Oct 03, 2023	60.700	60.829	60.880	60.572	0	-0.19%
Oct 02, 2023	60.813	61.179	61.340	60.807	0	-0.55%
Sep 29, 2023	61.150	61.654	61.907	61.120	0	-0.79%
Sep 28, 2023	61.638	61.645	61.745	61.524	0	0.04%
Sep 27, 2023	61.616	61.593	61.681	61.436	0	0.08%
Sep 26, 2023	61.565	61.783	61.820	61.536	0	-0.35%
Sep 25, 2023	61.784	61.584	61.805	61.504	0	0.43%
Sep 22, 2023	61.519	61.667	61.796	61.439	0	-0.18%
Sep 21, 2023	61.630	61.599	61.764	61.431	0	0.07%
Sep 20, 2023	61.586	61.956	61.983	61.522	0	-0.58%
Sep 19, 2023	61.945	61.766	62.215	61.687	0	0.35%
Sep 18, 2023	61.732	61.443	61.856	61.411	0	0.47%
Sep 15, 2023	61.446	61.463	61.599	61.341	0	-0.00%
Sep 14, 2023	61.448	61.189	61.545	61.167	0	0.41%
Sep 13, 2023	61.197	61.129	61.324	61.081	0	0.14%
Sep 12, 2023	61.112	61.087	61.205	60.985	0	0.08%
Sep 11, 2023	61.064	60.911	61.160	60.856	0	0.37%
Sep 08, 2023	60.840	60.772	61.005	60.655	0	0.13%
Sep 07, 2023	60.760	61.028	61.047	60.715	0	-0.41%
Sep 06, 2023	61.008	60.874	61.044	60.795	0	0.25%
Sep 05, 2023	60.857	60.863	61.067	60.693	0	0.02%
Sep 04, 2023	60.847	60.813	60.956	60.782	0	0.06%
Sep 01, 2023	60.810	61.230	61.316	60.744	0	-0.66%
Aug 31, 2023	61.211	61.050	61.250	60.984	0	0.29%
Aug 30, 2023	61.032	60.937	61.143	60.847	0	0.20%
Aug 29, 2023	60.913	60.758	60.962	60.691	0	0.29%
Aug 28, 2023	60.735	60.776	60.892	60.699	0	0.01%
Aug 25, 2023	60.727	60.822	60.918	60.600	0	-0.11%
Aug 24, 2023	60.792	61.012	61.088	60.768	0	-0.33%
Aug 23, 2023	60.995	61.288	61.388	60.692	0	-0.46%
Aug 22, 2023	61.280	61.347	61.431	61.189	0	-0.09%
Aug 21, 2023	61.335	61.385	61.600	61.229	0	-0.04%
Aug 18, 2023	61.358	61.376	61.455	61.206	0	-0.01%
Aug 17, 2023	61.364	61.478	61.562	61.319	0	-0.18%
Aug 16, 2023	61.473	61.664	61.849	61.456	0	-0.27%
Aug 15, 2023	61.639	61.793	61.984	61.647	0	-0.22%
Aug 14, 2023	61.772	61.696	61.874	61.574	0	0.20%
Aug 11, 2023	61.650	61.459	61.799	61.440	0	0.37%
Aug 10, 2023	61.424	61.752	61.870	61.440	0	-0.49%
Aug 09, 2023	61.727	61.741	61.810	61.584	0	-0.01%
Aug 08, 2023	61.734	61.917	61.941	61.391	0	-0.25%
Aug 07, 2023	61.888	61.840	61.955	61.756	0	0.12%
Aug 04, 2023	61.813	61.972	62.091	61.755	0	-0.20%
Aug 03, 2023	61.939	61.974	62.091	61.848	0	-0.04%
Aug 02, 2023	61.961	62.011	62.158	61.951	0	-0.05%
Aug 01, 2023	61.989	62.356	62.392	61.889	0	-0.58%
Jul 31, 2023	62.350	62.160	62.557	62.017	0	0.51%
Jul 28, 2023	62.033	62.112	62.262	62.053	0	-0.14%
Jul 27, 2023	62.117	62.052	62.340	62.024	0	0.14%
Jul 26, 2023	62.032	62.155	62.252	61.942	0	-0.17%
Jul 25, 2023	62.139	62.128	62.248	61.961	0	0.06%
Jul 24, 2023	62.103	62.020	62.222	61.937	0	0.18%
Jul 21, 2023	61.989	62.300	62.361	61.991	0	-0.49%
Jul 20, 2023	62.292	62.331	62.534	62.183	0	-0.04%
Jul 19, 2023	62.320	62.322	62.405	62.203	0	0.03%
Jul 18, 2023	62.304	62.168	62.329	61.965	0	0.25%
Jul 17, 2023	62.147	62.109	62.351	62.014	0	0.11%
Jul 14, 2023	62.078	62.557	62.683	62.076	0	-0.79%
Jul 13, 2023	62.573	62.190	62.622	62.143	0	0.67%
Jul 12, 2023	62.158	62.274	62.429	62.069	0	-0.17%
Jul 11, 2023	62.266	62.142	62.281	62.020	0	0.21%
Jul 10, 2023	62.134	62.245	62.269	62.088	0	-0.15%
Jul 07, 2023	62.230	61.914	62.285	61.796	0	0.53%
Jul 06, 2023	61.903	62.046	62.130	61.882	0	-0.20%
Jul 05, 2023	62.027	61.984	62.104	61.866	0	0.11%
Jul 04, 2023	61.958	61.845	62.111	61.773	0	0.22%
Jul 03, 2023	61.823	61.994	62.032	61.671	0	-0.29%
Jun 30, 2023	62.002	61.961	62.119	61.772	0	0.11%
Jun 29, 2023	61.934	61.870	62.026	61.768	0	0.13%
Jun 28, 2023	61.855	62.167	62.181	61.793	0	-0.45%
Jun 27, 2023	62.137	62.324	62.511	62.155	0	-0.27%
Jun 26, 2023	62.306	62.188	62.452	62.176	0	0.22%
Jun 23, 2023	62.172	62.318	62.367	61.963	0	-0.22%
Jun 22, 2023	62.310	62.260	62.379	62.183	0	0.13%
Jun 21, 2023	62.229	61.963	62.313	61.933	0	0.45%
Jun 20, 2023	61.948	61.991	62.169	61.811	0	-0.08%
Jun 19, 2023	61.997	62.038	62.180	61.943	0	-0.09%
Jun 16, 2023	62.053	61.955	62.158	61.868	0	0.21%
Jun 15, 2023	61.924	61.522	62.009	61.480	0	0.69%
Jun 14, 2023	61.496	61.756	61.915	61.426	0	-0.39%
Jun 13, 2023	61.738	61.642	61.899	61.591	0	0.18%
Jun 12, 2023	61.628	61.801	61.934	61.598	0	-0.24%
Jun 09, 2023	61.776	61.782	61.943	61.656	0	0.02%
Jun 08, 2023	61.766	61.708	61.923	61.629	0	0.13%
Jun 07, 2023	61.687	61.555	61.939	61.467	0	0.23%
Jun 06, 2023	61.542	61.366	61.696	61.341	0	0.29%
Jun 05, 2023	61.367	61.354	61.554	61.309	0	-0.00%
Jun 02, 2023	61.367	61.163	61.429	61.153	0	0.35%
Jun 01, 2023	61.151	60.927	61.271	60.696	0	0.41%
May 31, 2023	60.902	60.808	60.956	60.556	0	0.23%
May 30, 2023	60.761	60.781	60.984	60.715	0	-0.01%
May 29, 2023	60.765	60.706	60.836	60.628	0	0.21%
May 26, 2023	60.637	60.659	60.753	60.522	0	-0.02%
May 25, 2023	60.651	60.804	60.912	60.635	0	-0.24%
May 24, 2023	60.796	61.318	61.424	60.765	0	-0.88%
May 23, 2023	61.333	61.339	61.455	61.106	0	0.01%
May 22, 2023	61.327	61.416	61.482	61.249	0	-0.09%
May 19, 2023	61.382	61.266	61.447	61.214	0	0.21%
May 18, 2023	61.256	61.272	61.430	61.136	0	0.02%
May 17, 2023	61.241	61.038	61.329	60.874	0	0.40%
May 16, 2023	61.000	61.101	61.344	60.953	0	-0.09%
May 15, 2023	61.056	60.604	61.102	60.582	0	0.69%
May 12, 2023	60.635	60.846	60.982	60.593	0	-0.33%
May 11, 2023	60.839	61.275	61.312	60.833	0	-0.65%
May 10, 2023	61.238	61.347	61.425	61.120	0	-0.12%
May 09, 2023	61.310	61.158	61.428	61.130	0	0.29%
May 08, 2023	61.132	61.063	61.429	61.032	0	0.09%
May 05, 2023	61.079	60.367	61.110	60.328	0	1.22%
May 04, 2023	60.343	60.053	60.414	59.980	0	0.50%
May 03, 2023	60.043	60.013	60.186	59.935	0	0.09%
May 02, 2023	59.987	60.379	60.471	59.964	0	-0.63%
May 01, 2023	60.365	60.353	60.452	60.165	0	0.12%
Apr 28, 2023	60.292	60.116	60.397	59.858	0	0.33%
Apr 27, 2023	60.096	59.959	60.174	59.873	0	0.28%
Apr 26, 2023	59.931	60.163	60.218	59.900	0	-0.35%
Apr 25, 2023	60.140	60.532	60.588	60.098	0	-0.61%
Apr 24, 2023	60.511	60.591	60.631	60.422	0	-0.10%
Apr 21, 2023	60.575	60.960	60.973	60.523	0	-0.57%
Apr 20, 2023	60.920	61.129	61.181	60.862	0	-0.31%
Apr 19, 2023	61.109	61.323	61.343	61.072	0	-0.30%
Apr 18, 2023	61.290	61.223	61.412	61.181	0	0.14%
Apr 17, 2023	61.202	61.254	61.416	61.120	0	-0.02%
Apr 14, 2023	61.215	61.242	61.433	61.141	0	0.01%
Apr 13, 2023	61.211	60.975	61.264	60.941	0	0.43%
Apr 12, 2023	60.951	60.937	61.104	60.822	0	0.07%
Apr 11, 2023	60.906	60.685	60.966	60.653	0	0.41%
Apr 10, 2023	60.656	60.552	60.801	60.498	0	0.11%
Apr 07, 2023	60.588	60.658	60.708	60.492	0	-0.08%
Apr 06, 2023	60.639	60.880	60.945	60.651	0	-0.37%
Apr 05, 2023	60.866	61.085	61.161	60.790	0	-0.33%
Apr 04, 2023	61.065	61.176	61.286	61.004	0	-0.15%
Apr 03, 2023	61.158	60.799	61.299	60.763	0	0.62%
Mar 31, 2023	60.783	60.711	60.824	60.589	0	0.16%
Mar 30, 2023	60.683	60.632	60.746	60.559	0	0.12%
Mar 29, 2023	60.608	60.434	60.646	60.399	0	0.32%
Mar 28, 2023	60.412	60.162	60.481	60.024	0	0.42%
Mar 27, 2023	60.157	59.922	60.248	59.905	0	0.45%
Mar 24, 2023	59.888	59.973	60.019	59.707	0	-0.11%
Mar 23, 2023	59.952	60.114	60.318	59.780	0	-0.22%
Mar 22, 2023	60.087	60.302	60.532	60.090	0	-0.33%
Mar 21, 2023	60.287	60.397	60.563	60.192	0	-0.13%
Mar 20, 2023	60.367	60.138	60.472	60.023	0	0.46%
Mar 17, 2023	60.093	60.214	60.352	59.998	0	-0.19%
Mar 16, 2023	60.210	60.246	60.342	59.984	0	0.02%
Mar 15, 2023	60.198	60.110	60.342	59.948	0	0.19%
Mar 14, 2023	60.085	59.932	60.328	59.827	0	0.30%
Mar 13, 2023	59.903	59.313	60.133	59.281	0	1.09%
Mar 10, 2023	59.258	59.318	59.559	59.174	0	-0.07%
Mar 09, 2023	59.302	59.383	59.668	59.238	0	-0.10%
Mar 08, 2023	59.362	59.644	59.774	59.264	0	-0.41%
Mar 07, 2023	59.606	60.090	60.188	59.570	0	-0.80%
Mar 06, 2023	60.084	60.101	60.268	60.007	0	0.02%
Mar 03, 2023	60.072	60.571	60.673	59.935	0	-0.81%
Mar 02, 2023	60.560	60.641	60.727	60.431	0	-0.10%
Mar 01, 2023	60.624	60.581	60.741	60.413	0	0.13%
Feb 28, 2023	60.547	60.876	60.940	60.548	0	-0.52%
Feb 27, 2023	60.860	60.919	61.059	60.825	0	-0.05%
Feb 24, 2023	60.891	60.997	61.126	60.657	0	-0.09%
Feb 23, 2023	60.947	61.131	61.264	60.826	0	-0.28%
Feb 22, 2023	61.116	61.179	61.305	61.045	0	-0.08%
Feb 21, 2023	61.167	61.484	61.605	61.162	0	-0.48%
Feb 20, 2023	61.459	61.414	61.529	61.307	0	0.07%
Feb 17, 2023	61.415	61.480	61.510	61.172	0	-0.06%
Feb 16, 2023	61.449	61.806	61.880	61.427	0	-0.52%
Feb 15, 2023	61.768	62.169	62.188	61.625	0	-0.63%
Feb 14, 2023	62.156	61.954	62.377	61.850	0	0.35%
Feb 13, 2023	61.941	61.829	62.044	61.697	0	0.17%
Feb 10, 2023	61.833	61.359	61.871	61.253	0	0.84%
Feb 09, 2023	61.319	61.481	61.692	61.265	0	-0.21%
Feb 08, 2023	61.450	61.846	61.894	61.454	0	-0.62%
Feb 07, 2023	61.836	61.542	61.938	61.509	0	0.51%
Feb 06, 2023	61.521	61.412	61.703	61.263	0	0.29%
Feb 03, 2023	61.343	61.615	61.759	61.088	0	-0.43%
Feb 02, 2023	61.609	61.532	61.942	61.484	0	0.19%
Feb 01, 2023	61.493	61.457	61.675	61.102	0	0.11%
Jan 31, 2023	61.426	60.894	61.479	60.795	0	0.88%
Jan 30, 2023	60.890	61.232	61.334	60.883	0	-0.55%
Jan 27, 2023	61.226	61.113	61.340	61.081	0	0.18%
Jan 26, 2023	61.115	60.869	61.215	60.743	0	0.44%
Jan 25, 2023	60.846	61.022	61.252	60.701	81.40K	-0.27%
Jan 24, 2023	61.009	60.958	61.155	60.864	69.92K	0.11%
Jan 23, 2023	60.941	60.501	61.054	60.475	74.15K	0.71%
Jan 20, 2023	60.511	60.351	60.581	60.103	84.13K	0.29%
Jan 19, 2023	60.339	60.370	60.459	60.147	94.90K	-0.02%
Jan 18, 2023	60.348	60.981	61.108	60.292	101.22K	-0.99%
Jan 17, 2023	60.954	60.910	61.109	60.807	92.86K	0.12%
Jan 16, 2023	60.880	60.667	61.025	60.651	72.53K	0.37%
Jan 13, 2023	60.657	60.691	61.079	60.490	87.03K	-0.03%
Jan 12, 2023	60.676	60.809	61.036	60.512	89.40K	-0.21%
Jan 11, 2023	60.805	60.797	60.959	60.667	81.25K	0.05%
Jan 10, 2023	60.775	61.393	61.475	60.716	91.35K	-0.98%
Jan 09, 2023	61.376	61.198	61.641	61.169	88.69K	0.31%
Jan 06, 2023	61.186	60.844	61.433	60.566	96.48K	0.58%
Jan 05, 2023	60.833	61.339	61.376	60.748	98.85K	-0.77%
Jan 04, 2023	61.306	60.551	61.407	60.504	103.13K	1.27%
Jan 03, 2023	60.538	60.981	61.241	60.529	98.00K	-0.67%
Jan 02, 2023	60.950	61.062	61.183	60.920	27.04K	-0.14%
Dec 30, 2022	61.032	61.106	61.189	60.918	78.03K	-0.07%
Dec 29, 2022	61.076	60.811	61.192	60.804	73.76K	0.47%
Dec 28, 2022	60.791	61.232	61.401	60.802	77.35K	-0.75%
Dec 27, 2022	61.251	60.857	61.485	60.850	60.53K	0.69%
Dec 26, 2022	60.830	60.826	60.938	60.766	18.93K	-0.05%
Dec 23, 2022	60.859	60.808	61.058	60.664	81.11K	0.14%
Dec 22, 2022	60.772	60.900	60.985	60.624	87.60K	-0.18%
Dec 21, 2022	60.883	60.698	61.005	60.665	91.22K	0.34%
Dec 20, 2022	60.677	60.564	60.835	60.445	105.53K	0.17%
Dec 19, 2022	60.575	60.482	60.691	60.364	86.85K	0.37%
Dec 16, 2022	60.352	60.678	60.854	60.361	89.07K	-0.47%
Dec 15, 2022	60.638	60.882	61.007	60.602	88.51K	-0.36%
Dec 14, 2022	60.857	60.807	61.129	60.577	90.83K	0.13%
Dec 13, 2022	60.780	60.596	61.161	60.567	93.38K	0.32%
Dec 12, 2022	60.587	60.445	60.708	60.268	81.33K	0.38%
Dec 09, 2022	60.356	60.525	60.654	60.208	94.07K	-0.27%
Dec 08, 2022	60.518	60.223	60.703	60.056	96.23K	0.51%
Dec 07, 2022	60.209	60.415	60.644	60.160	106.13K	-0.31%
Dec 06, 2022	60.398	60.265	60.751	60.241	102.29K	0.25%
Dec 05, 2022	60.249	60.481	61.060	60.190	93.39K	-0.30%
Dec 02, 2022	60.429	60.396	60.582	60.112	95.52K	0.07%
Dec 01, 2022	60.389	60.679	60.716	60.221	103.33K	-0.46%
Nov 30, 2022	60.666	60.114	60.684	59.952	95.15K	0.96%
Nov 29, 2022	60.091	60.486	60.911	59.808	96.24K	-0.63%
Nov 28, 2022	60.470	60.991	61.027	60.455	91.04K	-0.97%
Nov 25, 2022	61.059	61.215	61.275	60.962	78.90K	-0.21%
Nov 24, 2022	61.188	61.137	61.331	61.112	69.59K	0.14%
Nov 23, 2022	61.104	61.087	61.204	60.871	85.96K	0.04%
Nov 22, 2022	61.076	60.764	61.124	60.726	87.22K	0.56%
Nov 21, 2022	60.738	60.993	61.084	60.486	97.81K	-0.37%
Nov 18, 2022	60.963	61.189	61.373	60.881	94.43K	-0.30%
Nov 17, 2022	61.148	61.146	61.331	60.938	98.50K	0.05%
Nov 16, 2022	61.116	61.067	61.473	60.954	113.28K	0.13%
Nov 15, 2022	61.035	60.837	61.296	60.645	112.35K	0.37%
Nov 14, 2022	60.807	60.728	61.239	60.491	106.42K	0.18%
Nov 11, 2022	60.701	60.541	60.905	60.353	116.67K	0.29%
Nov 10, 2022	60.524	60.134	60.829	60.096	118.35K	0.66%
Nov 09, 2022	60.128	60.611	60.730	60.081	119.45K	-0.78%
Nov 08, 2022	60.602	60.623	60.776	60.313	103.17K	0.01%
Nov 07, 2022	60.596	60.532	60.955	60.521	110.77K	-0.35%
Nov 04, 2022	60.807	60.191	60.913	60.126	104.51K	1.03%
Nov 03, 2022	60.186	60.341	60.569	60.052	99.23K	-0.22%
Nov 02, 2022	60.321	60.641	61.071	60.328	96.24K	-0.51%
Nov 01, 2022	60.629	60.758	61.074	60.457	94.74K	-0.19%
Oct 31, 2022	60.744	60.425	60.796	60.353	90.04K	0.46%
Oct 28, 2022	60.468	60.739	60.924	60.371	105.37K	-0.40%
Oct 27, 2022	60.712	60.450	60.955	60.373	117.01K	0.49%
Oct 26, 2022	60.417	60.643	61.016	60.054	113.83K	-0.35%
Oct 25, 2022	60.628	60.388	60.676	60.168	107.45K	0.42%
Oct 24, 2022	60.375	60.477	60.666	60.093	123.54K	-0.20%
Oct 21, 2022	60.496	60.164	60.631	59.804	100.51K	0.56%
Oct 20, 2022	60.158	60.302	60.505	60.014	115.43K	-0.23%
Oct 19, 2022	60.294	59.895	60.490	59.749	108.56K	0.69%
Oct 18, 2022	59.883	59.944	60.119	59.589	114.61K	-0.04%
Oct 17, 2022	59.904	59.355	59.954	59.336	104.37K	1.02%
Oct 14, 2022	59.301	59.765	60.121	59.236	124.63K	-0.74%
Oct 13, 2022	59.744	59.488	59.948	58.866	110.78K	0.48%
Oct 12, 2022	59.458	59.627	59.838	59.434	121.84K	-0.25%
Oct 11, 2022	59.606	59.799	59.958	59.387	124.56K	-0.28%
Oct 10, 2022	59.771	60.308	60.391	59.773	105.54K	-0.83%
Oct 07, 2022	60.272	59.704	60.412	59.689	104.50K	1.00%
Oct 06, 2022	59.676	59.961	60.227	59.672	108.46K	-0.45%
Oct 05, 2022	59.944	60.296	60.339	59.598	103.18K	-0.54%
Oct 04, 2022	60.267	59.827	60.344	59.601	105.57K	0.78%
Oct 03, 2022	59.803	59.003	59.849	58.956	106.40K	1.47%
Sep 30, 2022	58.936	59.572	59.725	58.903	121.18K	-1.02%
Sep 29, 2022	59.543	59.843	59.888	59.362	122.20K	-0.46%
